                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     16,                 1.1074,                  1.337,                 1.0699,                0.93282,                0.63636,                 0.8002,                0.47092,                 1.4885,                 2.1886,                 1.3638,             0.00029109,             0.00029109,             0.00029109
                     17,                 1.0959,                 1.6425,                 1.1077,                0.90684,                0.63636,                0.71179,                0.44862,                 1.4132,                  2.357,                 1.3338,             0.00030986,             0.00030986,             0.00030986
                     18,                 1.2014,                 1.4808,                 1.1775,                0.90684,                0.63636,                0.71179,                0.44862,                 1.4132,                  2.357,                 1.3338,             0.00032856,             0.00032856,             0.00032856
                     19,                 1.1317,                 1.5372,                 1.2328,                0.97298,                0.63636,                0.70512,                0.47572,                  1.197,                 2.3905,                 1.2226,             0.00034717,             0.00034717,             0.00034717
                     20,                 1.4162,                 1.7023,                 1.2972,                0.97298,                0.63636,                0.70512,                0.47572,                  1.197,                 2.3905,                 1.2226,              0.0003657,              0.0003657,              0.0003657
                     21,                0.94478,                 1.4766,                  1.115,                      1,                0.57812,                 0.7102,                0.48189,                 1.1843,                 2.4227,                 1.1973,             0.00038416,             0.00038416,             0.00038416
                     22,                 1.3113,                 1.6487,                 1.1959,                      1,                0.57812,                 0.7102,                0.48189,                 1.1843,                 2.4227,                 1.1973,             0.00040254,             0.00040254,             0.00040254
                     23,                 1.1198,                 1.3354,                 1.1382,                0.94474,                0.45455,                0.66827,                 0.4299,                 1.1594,                  2.342,                 1.1601,             0.00042083,             0.00042083,             0.00042083
                     24,                   1.21,                 1.3259,                 1.0379,                0.94474,                0.45455,                0.66827,                 0.4299,                 1.1594,                  2.342,                 1.1601,             0.00043905,             0.00043905,             0.00043905
                     25,                 1.0684,                 1.4103,                 1.1598,                      1,                0.51833,                0.68838,                0.44556,                  1.237,                 2.3628,                  1.172,             0.00045719,             0.00045719,             0.00045719
                     26,                 1.2336,                 1.4425,                  1.264,                      1,                0.51833,                0.68838,                0.44556,                  1.237,                 2.3628,                  1.172,             0.00047525,             0.00047525,             0.00047525
                     27,                 1.1254,                 1.2752,                 1.0737,                      1,                0.53583,                0.77522,                0.46473,                 1.2532,                 2.2478,                 1.1378,             0.00049323,             0.00049323,             0.00049323
                     28,                0.94331,                 1.3845,                0.98025,                      1,                0.53583,                0.77522,                0.46473,                 1.2532,                 2.2478,                 1.1378,             0.00051113,             0.00051113,             0.00051113
                     29,                0.92136,                 1.2951,                  1.062,                      1,                0.66905,                0.77537,                0.55185,                 1.1741,                  2.157,                 1.1179,             0.00052895,             0.00052895,             0.00052895
                     30,                 1.1438,                 1.6318,                 1.0726,                      1,                0.66905,                0.77537,                0.55185,                 1.1741,                  2.157,                 1.1179,              0.0005467,              0.0005467,              0.0005467
                     31,                 1.2545,                 1.4983,                 1.2415,                      1,                0.68941,                0.73367,                0.53501,                 1.1357,                 2.1595,                 1.0771,             0.00056436,             0.00056436,             0.00056436
                     32,                 1.3217,                 1.4021,                 1.1989,                      1,                0.68941,                0.73367,                0.53501,                 1.1357,                 2.1595,                 1.0771,             0.00058194,             0.00058194,             0.00058194
                     33,                 1.0044,                 1.2061,                0.97384,                      1,                0.52519,                 0.7329,                0.53847,                 1.0829,                 2.2995,                 1.0582,             0.00059945,             0.00059945,             0.00059945
                     34,                 1.0739,                 1.2569,                 1.0804,                      1,                0.52519,                 0.7329,                0.53847,                 1.0829,                 2.2995,                 1.0582,             0.00061688,             0.00061688,             0.00061688
                     35,                 1.1307,                 1.2213,                 1.1571,                      1,                0.57578,                0.73777,                0.50138,                  1.061,                 2.3579,                  1.033,             0.00063422,             0.00063422,             0.00063422
                     36,                 1.3384,                 1.2526,                 1.2088,                      1,                0.57578,                0.73777,                0.50138,                  1.061,                 2.3579,                  1.033,             0.00065149,             0.00065149,             0.00065149
                     37,                 1.2199,                 1.4356,                 1.2711,                      1,                0.44913,                0.80088,                0.52428,                 1.0996,                 2.3555,                 1.0215,             0.00066868,             0.00066868,             0.00066868
                     38,                 1.0102,                 1.3431,                 1.2061,                      1,                0.44913,                0.80088,                0.52428,                 1.0996,                 2.3555,                 1.0215,             0.00068579,             0.00068579,             0.00068579
                     39,                 1.2294,                 1.3181,                  1.091,                      1,                0.56253,                0.79791,                0.55335,                 1.1514,                  2.459,                 1.0734,             0.00070282,             0.00070282,             0.00070282
                     40,                 1.2435,                 1.3406,                 1.1688,                      1,                0.56253,                0.79791,                0.55335,                 1.1514,                  2.459,                 1.0734,             0.00071977,             0.00071977,             0.00071977
                     41,                 1.1183,                 1.3144,                 1.0845,                      1,                0.37427,                0.78212,                0.53689,                 1.1813,                 2.5331,                 1.0717,             0.00073664,             0.00073664,             0.00073664
                     42,                 1.0228,                 1.4261,                 1.1159,                      1,                0.37427,                0.78212,                0.53689,                 1.1813,                 2.5331,                 1.0717,             0.00075343,             0.00075343,             0.00075343
                     43,                 1.1004,                 1.2552,                 1.0789,                      1,                0.37861,                0.73752,                0.45085,                 1.2716,                 2.4141,                 1.0526,             0.00077015,             0.00077015,             0.00077015
                     44,                0.86815,                 1.3388,                 1.0481,                      1,                0.37861,                0.73752,                0.45085,                 1.2716,                 2.4141,                 1.0526,             0.00078678,             0.00078678,             0.00078678
                     45,                 1.2948,                 1.4764,                 1.1347,                      1,                0.41015,                0.72664,                0.43588,                  1.275,                 2.3778,                 1.1073,             0.00080333,             0.00080333,             0.00080333
                     46,                 1.0232,                  1.219,                 1.0639,                      1,                0.41015,                0.72664,                0.43588,                  1.275,                 2.3778,                 1.1073,             0.00081981,             0.00081981,             0.00081981
                     47,                  1.274,                 1.4995,                 1.2387,                0.93626,                0.45455,                0.72029,                0.50647,                 1.1235,                 2.3535,                 1.0834,             0.00083621,             0.00083621,             0.00083621
                     48,                 1.1824,                 1.2221,                 1.2284,                0.93626,                0.45455,                0.72029,                0.50647,                 1.1235,                 2.3535,                 1.0834,             0.00085252,             0.00085252,             0.00085252
                     49,                 1.0984,                  1.352,                 1.1827,                      1,                0.46988,                0.77512,                 0.5663,                 1.0476,                 2.3741,                 1.0716,             0.00086876,             0.00086876,             0.00086876
                     50,                0.96857,                 1.6009,                 1.1223,                      1,                0.46988,                0.77512,                 0.5663,                 1.0476,                 2.3741,                 1.0716,             0.00088492,             0.00088492,             0.00088492
                     51,                 1.2837,                 1.3002,                 1.1035,                      1,                0.36488,                0.76615,                0.54927,                 1.1054,                 2.5199,                 1.1414,               0.000901,               0.000901,               0.000901
                     52,                  1.447,                 1.4681,                 1.2421,                      1,                0.36488,                0.76615,                0.54927,                 1.1054,                 2.5199,                 1.1414,               0.000917,               0.000917,               0.000917
                     53,                 1.3016,                 1.3926,                 1.2476,                      1,                0.36488,                0.76615,                0.54927,                 1.1054,                 2.5199,                 1.1414,             0.00093292,             0.00093292,             0.00093292
                     54,                  1.377,                   1.46,                 1.1555,                0.84773,                 0.5095,                0.79938,                0.49284,                 1.1954,                 2.4624,                 1.2085,             0.00094876,             0.00094876,             0.00094876
                     55,                 1.2349,                 1.4622,                 1.1695,                0.84773,                 0.5095,                0.79938,                0.49284,                 1.1954,                 2.4624,                 1.2085,             0.00096453,             0.00096453,             0.00096453
                     56,                 1.7161,                 1.9078,                 1.7053,                0.84773,                 0.5095,                0.79938,                0.49284,                 1.1954,                 2.4624,                 1.2085,             0.00098021,             0.00098021,             0.00098021
                     57,                 1.0295,                 1.2228,                 1.0774,                0.78928,                0.54545,                0.77785,                0.50779,                 1.1607,                 2.2376,                 1.2388,             0.00099581,             0.00099581,             0.00099581
                     58,                 1.0981,                 1.2063,                 1.1743,                0.78928,                0.54545,                0.77785,                0.50779,                 1.1607,                 2.2376,                 1.2388,              0.0010113,              0.0010113,              0.0010113
                     59,                  1.234,                 1.3202,                 1.1565,                0.78928,                0.54545,                0.77785,                0.50779,                 1.1607,                 2.2376,                 1.2388,              0.0010268,              0.0010268,              0.0010268
                     60,                 1.0643,                 1.1704,                 1.0882,                0.75378,                0.55784,                0.82125,                0.53188,                  1.246,                 2.0625,                  1.199,              0.0010422,              0.0010422,              0.0010422
                     61,                 1.1631,                  1.252,                 1.1354,                0.75378,                0.55784,                0.82125,                0.53188,                  1.246,                 2.0625,                  1.199,              0.0010574,              0.0010574,              0.0010574
                     62,                 1.3311,                 1.5947,                  1.367,                0.75378,                0.55784,                0.82125,                0.53188,                  1.246,                 2.0625,                  1.199,              0.0010726,              0.0010726,              0.0010726
                     63,                 1.2431,                 1.3295,                 1.3384,                0.57653,                0.63636,                0.70562,                0.43536,                 1.4016,                 2.1503,                 1.3296,              0.0010878,              0.0010878,              0.0010878
                     64,                 1.3343,                  1.327,                 1.1926,                0.57653,                0.63636,                0.70562,                0.43536,                 1.4016,                 2.1503,                 1.3296,              0.0011028,              0.0011028,              0.0011028
                     65,                 1.2308,                  1.252,                 1.2407,                0.57653,                0.63636,                0.70562,                0.43536,                 1.4016,                 2.1503,                 1.3296,              0.0011178,              0.0011178,              0.0011178
                     66,                   1.01,                 1.3521,                 1.1026,                0.57238,                0.54545,                0.54265,                0.25829,                 1.7207,                 2.3813,                 1.6409,              0.0011327,              0.0011327,              0.0011327
                     67,                 1.0179,                 1.3479,                 1.0688,                0.57238,                0.54545,                0.54265,                0.25829,                 1.7207,                 2.3813,                 1.6409,              0.0011475,              0.0011475,              0.0011475
                     68,                 1.1131,                 1.5739,                 1.2072,                0.57238,                0.54545,                0.54265,                0.25829,                 1.7207,                 2.3813,                 1.6409,              0.0011622,              0.0011622,              0.0011622
                     69,                 1.3933,                  1.466,                 1.2357,                0.99736,                0.54545,                0.70959,                0.32558,                 2.0321,                 2.3934,                 1.9397,              0.0011769,              0.0011769,              0.0011769
                     70,                  1.256,                 1.9498,                 1.3219,                0.99736,                0.54545,                0.70959,                0.32558,                 2.0321,                 2.3934,                 1.9397,              0.0011915,              0.0011915,              0.0011915
                     71,                 1.1806,                 1.3333,                 1.2337,                0.99736,                0.54545,                0.70959,                0.32558,                 2.0321,                 2.3934,                 1.9397,               0.001206,               0.001206,               0.001206
                     72,                 1.1645,                  1.533,                 1.1348,                0.97339,                0.72727,                0.77987,                0.38237,                 1.7777,                 2.1128,                 1.7812,              0.0012204,              0.0012204,              0.0012204
                     73,                 1.2461,                 1.4421,                 1.1095,                0.97339,                0.72727,                0.77987,                0.38237,                 1.7777,                 2.1128,                 1.7812,              0.0012347,              0.0012347,              0.0012347
                     74,                 1.1778,                 1.2933,                 1.0516,                0.97339,                0.72727,                0.77987,                0.38237,                 1.7777,                 2.1128,                 1.7812,               0.001249,               0.001249,               0.001249
                     75,                 1.1423,                 1.4068,                  1.101,                0.89194,                0.75223,                0.84654,                0.50626,                 1.4535,                 1.6876,                 1.2831,              0.0012632,              0.0012632,              0.0012632
                     76,                 1.1594,                 1.3124,                  1.126,                0.89194,                0.75223,                0.84654,                0.50626,                 1.4535,                 1.6876,                 1.2831,              0.0012773,              0.0012773,              0.0012773
                     77,                 1.0414,                 1.2231,                 1.0799,                0.89194,                0.75223,                0.84654,                0.50626,                 1.4535,                 1.6876,                 1.2831,              0.0012913,              0.0012913,              0.0012913
                     78,                 1.1222,                 1.3039,                 1.0874,                0.81339,                 0.7942,                0.87484,                0.58053,                 1.3179,                 1.5312,                 1.1965,              0.0013052,              0.0013052,              0.0013052
                     79,                 1.1973,                  1.214,                 1.0623,                0.81339,                 0.7942,                0.87484,                0.58053,                 1.3179,                 1.5312,                 1.1965,              0.0013191,              0.0013191,              0.0013191
                     80,                  1.002,                  1.274,                 1.0767,                0.81339,                 0.7942,                0.87484,                0.58053,                 1.3179,                 1.5312,                 1.1965,              0.0013329,              0.0013329,              0.0013329
                     81,                 1.1789,                 1.2929,                 1.1555,                      1,                0.86765,                  0.938,                0.56301,                 1.2047,                 1.6577,                 1.1354,              0.0013466,              0.0013466,              0.0013466
                     82,                 1.1341,                 1.2296,                  1.085,                      1,                0.86765,                  0.938,                0.56301,                 1.2047,                 1.6577,                 1.1354,              0.0013602,              0.0013602,              0.0013602
                     83,                 1.0277,                 1.1355,                 1.0253,                      1,                0.86765,                  0.938,                0.56301,                 1.2047,                 1.6577,                 1.1354,              0.0013737,              0.0013737,              0.0013737
                     84,                 1.2012,                 1.3261,                 1.0952,                0.83182,                0.90001,                0.85089,                0.49047,                 1.2637,                  1.797,                 1.1485,              0.0013872,              0.0013872,              0.0013872
                     85,                 1.1303,                 1.3082,                 1.1785,                0.83182,                0.90001,                0.85089,                0.49047,                 1.2637,                  1.797,                 1.1485,              0.0014006,              0.0014006,              0.0014006
                     86,                   1.52,                 1.9973,                 1.4362,                0.83182,                0.90001,                0.85089,                0.49047,                 1.2637,                  1.797,                 1.1485,              0.0014139,              0.0014139,              0.0014139
                     87,                 1.1554,                 1.3726,                 1.1499,                0.83182,                0.90001,                0.85089,                0.49047,                 1.2637,                  1.797,                 1.1485,              0.0014271,              0.0014271,              0.0014271
                     88,                 1.2403,                 1.2331,                  1.158,                0.80898,                0.81818,                0.86764,                 0.4617,                 1.2879,                  1.629,                 1.1705,              0.0014403,              0.0014403,              0.0014403
                     89,                 1.1532,                 1.3416,                 1.1184,                0.80898,                0.81818,                0.86764,                 0.4617,                 1.2879,                  1.629,                 1.1705,              0.0014533,              0.0014533,              0.0014533
                     90,                 1.1539,                 1.2833,                 1.1764,                0.80898,                0.81818,                0.86764,                 0.4617,                 1.2879,                  1.629,                 1.1705,              0.0014663,              0.0014663,              0.0014663
                     91,                 1.2695,                 1.2993,                 1.2134,                0.80898,                0.81818,                0.86764,                 0.4617,                 1.2879,                  1.629,                 1.1705,              0.0014792,              0.0014792,              0.0014792
                     92,                 1.4379,                 1.7367,                 1.2578,                0.85694,                0.54467,                0.75237,                0.44237,                 1.2251,                  1.561,                 1.1134,              0.0014921,              0.0014921,              0.0014921
                     93,                 1.2978,                 1.2529,                 1.1967,                0.85694,                0.54467,                0.75237,                0.44237,                 1.2251,                  1.561,                 1.1134,              0.0015048,              0.0015048,              0.0015048
                     94,                  1.348,                 1.4634,                  1.149,                0.85694,                0.54467,                0.75237,                0.44237,                 1.2251,                  1.561,                 1.1134,              0.0015175,              0.0015175,              0.0015175
                     95,                 1.4718,                 1.3468,                 1.1967,                0.85694,                0.54467,                0.75237,                0.44237,                 1.2251,                  1.561,                 1.1134,              0.0015301,              0.0015301,              0.0015301
                     96,                  1.053,                 1.7026,                 1.1539,                      1,                0.61892,                0.78575,                0.40899,                 1.3515,                 1.6839,                 1.1904,              0.0015426,              0.0015426,              0.0015426
                     97,                  1.399,                 1.5739,                 1.3315,                      1,                0.61892,                0.78575,                0.40899,                 1.3515,                 1.6839,                 1.1904,               0.001555,               0.001555,               0.001555
                     98,                 1.3173,                 1.5105,                 1.2392,                      1,                0.61892,                0.78575,                0.40899,                 1.3515,                 1.6839,                 1.1904,              0.0015674,              0.0015674,              0.0015674
                     99,                 1.4382,                  1.577,                 1.2198,                      1,                0.61892,                0.78575,                0.40899,                 1.3515,                 1.6839,                 1.1904,              0.0015797,              0.0015797,              0.0015797
                    100,                 1.4247,                 1.6707,                 1.2534,                0.82389,                0.54545,                0.76488,                0.46578,                 1.4805,                 1.7224,                  1.306,              0.0015919,              0.0015919,              0.0015919
                    101,                 1.3983,                 1.6913,                 1.3977,                0.82389,                0.54545,                0.76488,                0.46578,                 1.4805,                 1.7224,                  1.306,               0.001604,               0.001604,               0.001604
                    102,                 1.3169,                 1.5276,                 1.1761,                0.82389,                0.54545,                0.76488,                0.46578,                 1.4805,                 1.7224,                  1.306,               0.001604,               0.001604,               0.001604
                    103,                 1.4021,                 1.6938,                 1.3832,                0.82389,                0.54545,                0.76488,                0.46578,                 1.4805,                 1.7224,                  1.306,                 0.0016,                 0.0016,                 0.0016
                    104,                 1.3765,                 1.5826,                  1.199,                0.72952,                0.81818,                0.80843,                0.40145,                 1.5709,                 1.6396,                 1.3528,              0.0015961,              0.0015961,              0.0015961
                    105,                 1.3521,                 1.4236,                 1.1962,                0.72952,                0.81818,                0.80843,                0.40145,                 1.5709,                 1.6396,                 1.3528,              0.0015921,              0.0015921,              0.0015921
                    106,                  1.175,                 1.5542,                 1.1315,                0.72952,                0.81818,                0.80843,                0.40145,                 1.5709,                 1.6396,                 1.3528,              0.0015882,              0.0015882,              0.0015882
                    107,                 1.3315,                  1.435,                 1.3438,                0.72952,                0.81818,                0.80843,                0.40145,                 1.5709,                 1.6396,                 1.3528,              0.0015842,              0.0015842,              0.0015842
                    108,                 1.3032,                 1.5593,                 1.3188,                0.80617,                0.72727,                0.84784,                0.48003,                 1.3422,                 1.7088,                 1.2102,              0.0015802,              0.0015802,              0.0015802
                    109,                   1.55,                 1.6218,                 1.4739,                0.80617,                0.72727,                0.84784,                0.48003,                 1.3422,                 1.7088,                 1.2102,              0.0015763,              0.0015763,              0.0015763
                    110,                  1.337,                 1.6201,                  1.292,                0.80617,                0.72727,                0.84784,                0.48003,                 1.3422,                 1.7088,                 1.2102,              0.0015723,              0.0015723,              0.0015723
                    111,                 1.4463,                 1.6035,                 1.2403,                0.80617,                0.72727,                0.84784,                0.48003,                 1.3422,                 1.7088,                 1.2102,              0.0015684,              0.0015684,              0.0015684
                    112,                 1.4229,                 1.2804,                  1.195,                0.88205,                0.72727,                0.84254,                0.48744,                 1.4058,                  2.003,                 1.3939,              0.0015644,              0.0015644,              0.0015644
                    113,                 1.2154,                 1.1308,                 1.1513,                0.88205,                0.72727,                0.84254,                0.48744,                 1.4058,                  2.003,                 1.3939,              0.0015604,              0.0015604,              0.0015604
                    114,                 1.2835,                 1.2694,                   1.23,                0.88205,                0.72727,                0.84254,                0.48744,                 1.4058,                  2.003,                 1.3939,              0.0015565,              0.0015565,              0.0015565
                    115,                 1.2206,                 1.3406,                  1.173,                0.88205,                0.72727,                0.84254,                0.48744,                 1.4058,                  2.003,                 1.3939,              0.0015525,              0.0015525,              0.0015525
                    116,                 1.0884,                 1.1772,                 1.2099,                0.73878,                0.81818,                 0.8331,                0.46456,                 1.4289,                 1.8938,                 1.4659,              0.0015486,              0.0015486,              0.0015486
                    117,                 1.3397,                 1.5031,                 1.2992,                0.73878,                0.81818,                 0.8331,                0.46456,                 1.4289,                 1.8938,                 1.4659,              0.0015446,              0.0015446,              0.0015446
                    118,                 1.1678,                 1.1604,                  1.106,                0.73878,                0.81818,                 0.8331,                0.46456,                 1.4289,                 1.8938,                 1.4659,              0.0015406,              0.0015406,              0.0015406
                    119,                  1.213,                 1.4325,                 1.3276,                0.73878,                0.81818,                 0.8331,                0.46456,                 1.4289,                 1.8938,                 1.4659,              0.0015367,              0.0015367,              0.0015367
                    120,                 1.1636,                 1.4638,                 1.1371,                0.78724,                0.72727,                 0.8005,                0.45663,                 1.3731,                 2.0455,                 1.3507,              0.0015327,              0.0015327,              0.0015327
                    121,                 1.1479,                 1.4724,                 1.2244,                0.78724,                0.72727,                 0.8005,                0.45663,                 1.3731,                 2.0455,                 1.3507,              0.0015288,              0.0015288,              0.0015288
                    122,                 1.4135,                 1.3145,                 1.3172,                0.78724,                0.72727,                 0.8005,                0.45663,                 1.3731,                 2.0455,                 1.3507,              0.0015248,              0.0015248,              0.0015248
                    123,                 1.2341,                  1.315,                 1.2202,                0.78724,                0.72727,                 0.8005,                0.45663,                 1.3731,                 2.0455,                 1.3507,              0.0015208,              0.0015208,              0.0015208
                    124,                 1.2453,                 1.3472,                 1.2403,                0.61432,                0.90909,                0.84992,                0.52729,                 1.2436,                 2.0545,                   1.26,              0.0015169,              0.0015169,              0.0015169
                    125,                 1.2353,                 1.1965,                 1.1116,                0.61432,                0.90909,                0.84992,                0.52729,                 1.2436,                 2.0545,                   1.26,              0.0015129,              0.0015129,              0.0015129
                    126,                 1.4211,                 1.4757,                 1.3836,                0.61432,                0.90909,                0.84992,                0.52729,                 1.2436,                 2.0545,                   1.26,               0.001509,               0.001509,               0.001509
                    127,                 1.3841,                  1.468,                 1.3484,                0.61432,                0.90909,                0.84992,                0.52729,                 1.2436,                 2.0545,                   1.26,               0.001505,               0.001505,               0.001505
                    128,                 1.2119,                 1.1979,                 1.2011,                0.97008,                0.72727,                 0.9261,                 0.5917,                 1.1978,                 1.6644,                 1.3344,               0.001501,               0.001501,               0.001501
                    129,                 1.2862,                 1.2874,                 1.3233,                0.97008,                0.72727,                 0.9261,                 0.5917,                 1.1978,                 1.6644,                 1.3344,              0.0014971,              0.0014971,              0.0014971
                    130,                 1.2971,                 1.2265,                  1.251,                0.97008,                0.72727,                 0.9261,                 0.5917,                 1.1978,                 1.6644,                 1.3344,              0.0014931,              0.0014931,              0.0014931
                    131,                 1.4085,                 1.3372,                 1.3585,                0.97008,                0.72727,                 0.9261,                 0.5917,                 1.1978,                 1.6644,                 1.3344,              0.0014892,              0.0014892,              0.0014892
                    132,                 1.2612,                  1.256,                 1.1856,                      1,                0.80562,                0.93304,                0.68189,                 1.0599,                 1.7622,                 1.2313,              0.0014852,              0.0014852,              0.0014852
                    133,                 1.1987,                 1.1484,                 1.1825,                      1,                0.80562,                0.93304,                0.68189,                 1.0599,                 1.7622,                 1.2313,              0.0014812,              0.0014812,              0.0014812
                    134,                 1.3616,                 1.3259,                 1.3291,                      1,                0.80562,                0.93304,                0.68189,                 1.0599,                 1.7622,                 1.2313,              0.0014773,              0.0014773,              0.0014773
                    135,                 1.2105,                 1.2563,                 1.2991,                      1,                0.80562,                0.93304,                0.68189,                 1.0599,                 1.7622,                 1.2313,              0.0014733,              0.0014733,              0.0014733
                    136,                 1.4516,                 1.4308,                 1.2448,                0.93868,                0.72727,                0.89824,                0.71559,                 1.0092,                 1.7026,                 1.1318,              0.0014694,              0.0014694,              0.0014694
                    137,                 1.0843,                  1.181,                 1.1053,                0.93868,                0.72727,                0.89824,                0.71559,                 1.0092,                 1.7026,                 1.1318,              0.0014654,              0.0014654,              0.0014654
                    138,                 1.2176,                 1.2326,                 1.2475,                0.93868,                0.72727,                0.89824,                0.71559,                 1.0092,                 1.7026,                 1.1318,              0.0014614,              0.0014614,              0.0014614
                    139,                  1.047,                  1.124,                 1.0563,                0.93868,                0.72727,                0.89824,                0.71559,                 1.0092,                 1.7026,                 1.1318,              0.0014575,              0.0014575,              0.0014575
                    140,                 1.1335,                 1.3438,                 1.3027,                0.86866,                0.72727,                0.86566,                0.62391,                 1.0543,                 1.8855,                 1.1415,              0.0014535,              0.0014535,              0.0014535
                    141,                 1.1715,                 1.1127,                 1.1624,                0.86866,                0.72727,                0.86566,                0.62391,                 1.0543,                 1.8855,                 1.1415,              0.0014496,              0.0014496,              0.0014496
                    142,                 1.1615,                 1.2173,                 1.1476,                0.86866,                0.72727,                0.86566,                0.62391,                 1.0543,                 1.8855,                 1.1415,              0.0014456,              0.0014456,              0.0014456
                    143,                 1.2229,                  1.244,                 1.2207,                0.86866,                0.72727,                0.86566,                0.62391,                 1.0543,                 1.8855,                 1.1415,              0.0014416,              0.0014416,              0.0014416
                    144,                 1.3465,                 1.3743,                   1.51,                0.73109,                0.81818,                0.78697,                0.56329,                  1.104,                 2.2183,                  1.216,              0.0014377,              0.0014377,              0.0014377
                    145,                 1.4406,                 1.2808,                 1.1754,                0.73109,                0.81818,                0.78697,                0.56329,                  1.104,                 2.2183,                  1.216,              0.0014337,              0.0014337,              0.0014337
                    146,                 1.5675,                 1.5969,                 1.6068,                0.73109,                0.81818,                0.78697,                0.56329,                  1.104,                 2.2183,                  1.216,              0.0014298,              0.0014298,              0.0014298
                    147,                 1.1889,                 1.4727,                 1.2737,                0.73109,                0.81818,                0.78697,                0.56329,                  1.104,                 2.2183,                  1.216,              0.0014258,              0.0014258,              0.0014258
                    148,                 1.4018,                 1.3635,                 1.2303,                0.57495,                0.72727,                0.71828,                0.49277,                 1.1268,                  2.359,                 1.2426,              0.0014218,              0.0014218,              0.0014218
                    149,                 1.1541,                 1.0773,                 1.0507,                0.57495,                0.72727,                0.71828,                0.49277,                 1.1268,                  2.359,                 1.2426,              0.0014179,              0.0014179,              0.0014179
                    150,                 1.4249,                  1.403,                 1.3855,                0.57495,                0.72727,                0.71828,                0.49277,                 1.1268,                  2.359,                 1.2426,              0.0014139,              0.0014139,              0.0014139
                    151,                 1.2533,                 1.4096,                 1.2707,                0.57495,                0.72727,                0.71828,                0.49277,                 1.1268,                  2.359,                 1.2426,                0.00141,                0.00141,                0.00141
                    152,                 1.4051,                 1.4888,                 1.2636,                0.59445,                0.63636,                0.67687,                0.48609,                 1.4531,                 2.1759,                 1.5212,               0.001406,               0.001406,               0.001406
                    153,                   1.32,                 1.5697,                 1.2241,                0.59445,                0.63636,                0.67687,                0.48609,                 1.4531,                 2.1759,                 1.5212,               0.001402,               0.001402,               0.001402
